cod_ibge7,cod_ibge6,cod_siafi,uf,nome_municipio,ano_mes,n_cat,n_obito,n_cid_mental,n_cid_lesao,n_cid_musculo,bf_beneficiarios,bf_entradas,bf_valor_total
1303601,130360,0237,AM,SANTA ISABEL DO RIO NEGRO                    ,202407,0,0,0,0,0,2429,83,1885374.0
1303908,130390,0275,AM,SAO PAULO DE OLIVENCA                        ,202407,0,0,0,0,0,7455,82,6116588.0
2908705,290870,3473,BA,CONDEUBA                                     ,202407,0,0,0,0,0,2951,21,1920566.0
2933455,293345,3999,BA,WANDERLEY                                    ,202407,0,0,0,0,0,2251,3,1481338.0
5201603,520160,9231,GO,ARACU                                        ,202407,0,0,0,0,0,382,1,258348.0
3166006,316600,5319,MG,SENHORA DE OLIVEIRA                          ,202407,0,0,0,0,0,797,2,510835.0
3166402,316640,5327,MG,SERITINGA                                    ,202407,0,0,0,0,0,94,2,64028.0
3169109,316910,5381,MG,TOLEDO                                       ,202407,0,0,0,0,0,496,15,332523.0
3169208,316920,5383,MG,TOMBOS                                       ,202407,0,0,0,0,0,1257,3,795744.0
2501575,250157,0454,PB,BARRA DE SANTANA                             ,202407,0,0,0,0,0,1714,21,1137770.0
2605004,260500,2399,PE,CUPIRA                                       ,202407,0,0,0,0,0,4577,52,2996884.0
2605459,260545,3001,PE,DISTRITO ESTADUAL DE FERNANDO DE NORONHA     ,202407,0,0,0,0,0,53,6,35732.0
2407906,240790,1757,RN,MONTE DAS GAMELEIRAS                         ,202407,0,0,0,0,0,558,6,361894.0
2101350,210135,0118,MA,BACURITUBA                                   ,202407,0,0,0,0,0,1290,21,863885.0
2101905,210190,0737,MA,BEQUIMAO                                     ,202407,0,0,0,0,0,4428,38,2971573.0
5106315,510631,1090,MT,NOVO SANTO ANTONIO                           ,202407,0,0,0,0,0,334,4,227488.0
2208205,220820,1163,PI,PIO IX                                       ,202407,0,0,0,0,0,4635,30,3013619.0
2208304,220830,1165,PI,PIRACURUCA                                   ,202407,0,0,0,0,0,5784,34,3681972.0
4215604,421560,8307,SC,SANTA ROSA DE LIMA                           ,202407,0,0,0,0,0,44,4,27146.0
4218756,421875,9991,SC,TUNAPOLIS                                    ,202407,0,0,0,0,0,50,2,31400.0
1715705,171570,0189,TO,PALMEIRANTE                                  ,202407,0,0,0,0,0,727,6,487366.0
1720200,172020,0199,TO,SAO MIGUEL DO TOCANTINS                      ,202407,0,0,0,0,0,2116,21,1427340.0
1722081,172208,9665,TO,WANDERLANDIA                                 ,202407,0,0,0,0,0,1452,25,964165.0
2701001,270100,2719,AL,BOCA DA MATA                                 ,202407,0,0,0,0,0,5305,146,3459192.0
2702009,270200,2739,AL,COITE DO NOIA                                ,202407,0,0,0,0,0,2094,10,1426427.0
2912004,291200,3539,BA,IBIASSUCE                                    ,202407,0,0,0,0,0,1503,31,941198.0
2913408,291340,3569,BA,IGAPORA                                      ,202407,0,0,0,0,0,2720,27,1751986.0
2304004,230400,1381,CE,COREAU                                       ,202407,0,0,0,0,0,4689,66,3018837.0
5218391,521839,0051,GO,PROFESSOR JAMIL                              ,202407,0,0,0,0,0,437,3,271050.0
2110609,211060,0909,MA,SAO BERNARDO                                 ,202407,0,0,0,0,0,6650,42,4543866.0
3122603,312260,4451,MG,DOM JOAQUIM                                  ,202407,0,0,0,0,0,668,14,433354.0
3124906,312490,4497,MG,EUGENOPOLIS                                  ,202407,0,0,0,0,0,1301,1,820033.0
3126950,312695,0610,MG,FREI LAGONEGRO                               ,202407,0,0,0,0,0,731,8,484288.0
3131208,313120,4623,MG,IPANEMA                                      ,202407,0,0,0,0,0,2245,52,1429489.0
5004502,500450,9089,MS,ITAPORA                                      ,202407,0,0,0,0,0,717,4,486679.0
5005103,500510,9101,MS,JATEI                                        ,202407,0,0,0,0,0,349,1,225292.0
5006275,500627,1196,MS,PARAISO DAS AGUAS                            ,202407,0,0,0,0,0,240,3,145990.0
5006903,500690,9137,MS,PORTO MURTINHO                               ,202407,0,0,0,0,0,1563,3,1101977.0
2511707,251170,2135,PB,PILOEZINHOS                                  ,202407,0,0,0,0,0,1502,31,984201.0
2608404,260840,2467,PE,JUREMA                                       ,202407,0,0,0,0,0,3977,74,2588908.0
3300225,330022,2925,RJ,AREAL                                        ,202407,0,0,0,0,0,871,3,533820.0
2412104,241210,1839,RN,SAO JOAO DO SABUGI                           ,202407,0,0,0,0,0,917,2,577961.0
2412302,241230,1843,RN,SAO JOSE DO CAMPESTRE                        ,202407,0,0,0,0,0,2300,11,1439576.0
2413201,241320,1861,RN,SENADOR GEORGINO AVELINO                     ,202407,0,0,0,0,0,616,2,388916.0
4319364,431936,1172,RS,SAO PEDRO DAS MISSOES                        ,202407,0,0,0,0,0,146,3,91843.0
3554607,355460,7193,SP,TIMBURI                                      ,202407,0,0,0,0,0,239,5,156402.0
2702553,270255,2643,AL,ESTRELA DE ALAGOAS                           ,202407,0,0,0,0,0,3110,36,2059909.0
2703106,270310,2761,AL,IGACI                                        ,202407,0,0,0,0,0,4854,42,3183737.0
2703403,270340,2767,AL,JACARE DOS HOMENS                            ,202407,0,0,0,0,0,1308,11,877865.0
2703908,270390,2777,AL,JUNDIA                                       ,202407,0,0,0,0,0,982,16,656357.0
2923209,292320,3765,BA,OLIVEIRA DOS BREJINHOS                       ,202407,0,0,0,0,0,4055,61,2692190.0
2300309,230030,1305,CE,ACOPIARA                                     ,202407,0,0,0,0,0,8939,285,5731051.0
2300408,230040,1307,CE,AIUABA                                       ,202407,0,0,0,0,0,3174,15,2000382.0
5213053,521305,9931,GO,MIMOSO DE GOIAS                              ,202407,0,0,0,0,0,379,2,252658.0
3170909,317090,5417,MG,VARZELANDIA                                  ,202407,0,0,0,0,0,3503,26,2397225.0
2201002,220100,1019,PI,ARRAIAL                                      ,202407,0,0,0,0,0,938,9,613505.0
2201051,220105,0270,PI,ASSUNCAO DO PIAUI                            ,202407,0,0,0,0,0,1451,15,1028640.0
4117214,411721,5457,PR,NOVA SANTA BARBARA                           ,202407,0,0,0,0,0,388,13,247388.0
4202131,420213,0896,SC,BELA VISTA DO TOLDO                          ,202407,0,0,0,0,0,399,1,254121.0
3556602,355660,7235,SP,VERA CRUZ                                    ,202407,0,0,0,0,0,312,7,198598.0
1700251,170025,0337,TO,ABREULANDIA                                  ,202407,0,0,0,0,0,241,1,159121.0
1703057,170305,0074,TO,BANDEIRANTES DO TOCANTINS                    ,202407,0,0,0,0,0,391,5,259230.0
2103406,210340,0765,MA,COELHO NETO                                  ,202407,0,0,0,0,0,9738,125,6654491.0
2103554,210355,0152,MA,CONCEICAO DO LAGO-ACU                        ,202407,0,0,0,0,0,2874,25,2101433.0
2515930,251593,0532,PB,SERTAOZINHO                                  ,202407,0,0,0,0,0,719,12,485239.0
2516151,251615,0536,PB,SOSSEGO                                      ,202407,0,0,0,0,0,983,25,647956.0
2410702,241070,1811,RN,RIACHO DA CRUZ                               ,202407,0,0,0,0,0,531,9,323683.0
4204459,420445,5735,SC,CORONEL MARTINS                              ,202407,0,0,0,0,0,79,4,46156.0
3516507,351650,6431,SP,GABRIEL MONTEIRO                             ,202407,0,0,0,0,0,83,3,57579.0
1712801,171280,0183,TO,MAURILANDIA DO TOCANTINS                     ,202407,0,0,0,0,0,531,10,345301.0
1715507,171550,0092,TO,OLIVEIRA DE FATIMA                           ,202407,0,0,0,0,0,157,4,98872.0
2902609,290260,3351,BA,BAIXA GRANDE                                 ,202407,0,0,0,0,0,3995,35,2592268.0
2916500,291650,3631,BA,ITAPICURU                                    ,202407,0,0,0,0,0,7753,194,5065940.0
2916708,291670,3635,BA,ITAQUARA                                     ,202407,0,0,0,0,0,1296,5,839821.0
2928406,292840,3549,BA,SANTA RITA DE CASSIA                         ,202407,0,0,0,0,0,7437,11,4887425.0
5220702,522070,9611,GO,SITIO D'ABADIA                               ,202407,0,0,0,0,0,640,2,431550.0
3137304,313730,4745,MG,LAGOA DOS PATOS                              ,202407,0,0,0,0,0,674,6,426807.0
2210201,221020,1203,PI,SAO JOSE DO PIAUI                            ,202407,0,0,0,0,0,1207,14,792693.0
1100809,110080,0681,RO,CANDEIAS DO JAMARI                           ,202407,0,0,0,0,0,3360,317,2250876.0
2902104,290210,3341,BA,ARACI                                        ,202407,0,0,0,0,0,11379,219,7431396.0
2902252,290225,3073,BA,ARATACA                                      ,202407,0,0,0,0,0,1873,89,1220629.0
2915007,291500,3601,BA,ITAETE                                       ,202407,0,0,0,0,0,4348,76,2770726.0
2102150,210215,0132,MA,BREJO DE AREIA                               ,202407,0,0,0,0,0,2063,114,1488679.0
2102358,210235,0136,MA,BURITIRANA                                   ,202407,0,0,0,0,0,2593,18,1830811.0
3105509,310550,4109,MG,BARAO DE MONTE ALTO                          ,202407,0,0,0,0,0,658,1,390693.0
3146750,314675,2661,MG,PALMOPOLIS                                   ,202407,0,0,0,0,0,1142,7,741315.0
3149150,314915,2899,MG,PEDRAS DE MARIA DA CRUZ                      ,202407,0,0,0,0,0,1273,13,845138.0
1506005,150600,0519,PA,PRAINHA                                      ,202407,0,0,0,0,0,9196,20,6615878.0
2803401,280340,3167,SE,JAPOATA                                      ,202407,0,0,0,0,0,3568,67,2283990.0
2707107,270710,2841,AL,PIRANHAS                                     ,202407,0,0,0,0,0,4693,32,3224884.0
2707404,270740,2847,AL,PORTO DE PEDRAS                              ,202407,0,0,0,0,0,1835,18,1243638.0
2911857,291185,3097,BA,HELIOPOLIS                                   ,202407,0,0,0,0,0,2749,27,1785434.0
2109205,210920,0881,MA,PRESIDENTE JUSCELINO                         ,202407,0,0,0,0,0,2758,30,1945577.0
3127503,312750,4549,MG,GONZAGA                                      ,202407,0,0,0,0,0,650,7,408876.0
3130556,313055,0626,MG,IMBE DE MINAS                                ,202407,0,0,0,0,0,1214,6,800848.0
2506608,250660,2033,PB,IBIARA                                       ,202407,0,0,0,0,0,1104,42,711856.0
2607505,260750,2449,PE,ITAIBA                                       ,202407,0,0,0,0,0,6227,75,4224455.0
2203008,220300,1059,PI,CRISTALANDIA DO PIAUI                        ,202407,0,0,0,0,0,1322,18,886090.0
2203305,220330,1065,PI,DEMERVAL LOBAO                               ,202407,0,0,0,0,0,3957,9,2557317.0
2206753,220675,0356,PI,NOSSA SENHORA DE NAZARE                      ,202407,0,0,0,0,0,1036,5,661058.0
2800704,280070,3113,SE,BREJO GRANDE                                 ,202407,0,0,0,0,0,1554,8,1025243.0
2112704,211270,0947,MA,VARGEM GRANDE                                ,202407,0,0,0,0,0,8043,57,5845039.0
3100807,310080,4015,MG,AGUANIL                                      ,202407,0,0,0,0,0,369,4,239427.0
1500859,150085,0040,PA,ANAPU                                        ,202407,0,0,0,0,0,7108,265,5023871.0
4301859,430185,6069,RS,BARRA DO GUARITA                             ,202407,0,0,0,0,0,165,4,109223.0
2709103,270910,2881,AL,TAQUARANA                                    ,202407,0,0,0,0,0,3828,31,2521946.0
1300029,130002,0289,AM,ALVARAES                                     ,202407,0,0,0,0,0,3500,10,2743165.0
2308377,230837,1263,CE,MIRAIMA                                      ,202407,0,0,0,0,0,3651,46,2378951.0
5205307,520530,9305,GO,CAVALCANTE                                   ,202407,0,0,0,0,0,1470,14,1038217.0
5207535,520753,9797,GO,FAINA                                        ,202407,0,0,0,0,0,770,2,493504.0
2107100,210710,0841,MA,MORROS                                       ,202407,0,0,0,0,0,4396,133,3107270.0
2107704,210770,0853,MA,PARAIBANO                                    ,202407,0,0,0,0,0,4796,68,3225825.0
3116159,311615,0588,MG,CHAPADA GAUCHA                               ,202407,0,0,0,0,0,2397,84,1618711.0
3116803,311680,4335,MG,COLUNA                                       ,202407,0,0,0,0,0,1406,8,933167.0
3118502,311850,4369,MG,CONSOLACAO                                   ,202407,0,0,0,0,0,241,8,154275.0
3161650,316165,0714,MG,SAO GERALDO DO BAIXIO                        ,202407,0,0,0,0,0,446,8,275107.0
3165909,316590,5317,MG,SENADOR MODESTINO GONCALVES                  ,202407,0,0,0,0,0,604,5,397787.0
4111308,411130,7619,PR,ITAUNA DO SUL                                ,202407,0,0,0,0,0,306,8,189276.0
4308078,430807,0984,RS,FAZENDA VILANOVA                             ,202407,0,0,0,0,0,220,2,139954.0
4309159,430915,5763,RS,GRAMADO XAVIER                               ,202407,0,0,0,0,0,198,3,131274.0
4309753,430975,8401,RS,IBARAMA                                      ,202407,0,0,0,0,0,222,3,124096.0
4311270,431127,5951,RS,LAGOA DOS TRES CANTOS                        ,202407,0,0,0,0,0,34,1,21981.0
2906899,290689,3271,BA,CARAIBAS                                     ,202407,0,0,0,0,0,1670,5,1093729.0
2921401,292140,3729,BA,MIRANGABA                                    ,202407,0,0,0,0,0,4655,30,3006217.0
2306504,230650,1431,CE,ITAPIUNA                                     ,202407,0,0,0,0,0,4168,30,2702506.0
2104701,210470,0791,MA,GRACA ARANHA                                 ,202407,0,0,0,0,0,1183,15,811021.0
3156502,315650,5129,MG,RUBELITA                                     ,202407,0,0,0,0,0,1212,2,783712.0
2603405,260340,2367,PE,CALUMBI                                      ,202407,0,0,0,0,0,1633,4,1055650.0
2603801,260380,2375,PE,CAPOEIRAS                                    ,202407,0,0,0,0,0,3757,39,2531704.0
4103305,410330,7463,PR,BORRAZOPOLIS                                 ,202407,0,0,0,0,0,454,10,276832.0
4103503,410350,7467,PR,CALIFORNIA                                   ,202407,0,0,0,0,0,710,74,453314.0
4305371,430537,5965,RS,CHARRUA                                      ,202407,0,0,0,0,0,474,9,291254.0
3527801,352780,6657,SP,LUPERCIO                                     ,202407,0,0,0,0,0,261,5,159700.0
2925006,292500,3801,BA,PLANALTO                                     ,202407,0,0,0,0,0,4893,37,3219394.0
3119005,311900,4379,MG,CORDISLANDIA                                 ,202407,0,0,0,0,0,411,4,263056.0
3120870,312087,0600,MG,CURRAL DE DENTRO                             ,202407,0,0,0,0,0,1762,25,1141238.0
3122207,312220,4443,MG,DIVINOLANDIA DE MINAS                        ,202407,0,0,0,0,0,1136,14,760631.0
1508357,150835,0641,PA,VITORIA DO XINGU                             ,202407,0,0,0,0,0,2903,12,1989055.0
2612802,261280,2555,PE,SANTA TEREZINHA                              ,202407,0,0,0,0,0,2025,37,1332046.0
4312617,431261,1002,RS,MUITOS CAPOES                                ,202407,0,0,0,0,0,186,4,125351.0
3533106,353310,6763,SP,NOVA GUATAPORANGA                            ,202407,0,0,0,0,0,186,14,117582.0
2919306,291930,3687,BA,LENCOIS                                      ,202407,0,0,0,0,0,1939,17,1244354.0
2920007,292000,3701,BA,MAIQUINIQUE                                  ,202407,0,0,0,0,0,1936,61,1217673.0
2931806,293180,3935,BA,TREMEDAL                                     ,202407,0,0,0,0,0,3545,36,2308578.0
3106804,310680,4135,MG,BIAS FORTES                                  ,202407,0,0,0,0,0,497,2,302096.0
3107000,310700,4139,MG,BIQUINHAS                                    ,202407,0,0,0,0,0,250,5,166337.0
4107157,410715,9915,PR,DIAMANTE D'OESTE                             ,202407,0,0,0,0,0,339,10,229048.0
4107504,410750,7547,PR,ENGENHEIRO BELTRAO                           ,202407,0,0,0,0,0,836,2,509068.0
4108205,410820,7561,PR,FORMOSA DO OESTE                             ,202407,0,0,0,0,0,256,4,161758.0
2401859,240185,0414,RN,CAICARA DO NORTE                             ,202407,0,0,0,0,0,1304,9,827525.0
2401305,240130,1625,RN,CAMPO GRANDE (EX-AUGUSTO SEVERO)             ,202407,0,0,0,0,0,2916,53,1818071.0
4314498,431449,5975,RS,PINHEIRINHO DO VALE                          ,202407,0,0,0,0,0,414,3,268905.0
4314506,431450,8793,RS,PINHEIRO MACHADO                             ,202407,0,0,0,0,0,1476,3,898677.0
3536570,353657,0810,SP,PAULISTANIA                                  ,202407,0,0,0,0,0,138,10,88821.0
2917904,291790,3659,BA,JANDAIRA                                     ,202407,0,0,0,0,0,2403,27,1576165.0
2918357,291835,3099,BA,JOAO DOURADO                                 ,202407,0,0,0,0,0,4534,33,2980008.0
2928307,292830,3867,BA,SANTANOPOLIS                                 ,202407,0,0,0,0,0,2314,57,1459287.0
2100956,210095,1281,MA,ARAME                                        ,202407,0,0,0,0,0,5013,40,3782032.0
2111631,211163,0244,MA,SAO RAIMUNDO DO DOCA BEZERRA                 ,202407,0,0,0,0,0,1202,16,846909.0
2111722,211172,0248,MA,SATUBINHA                                    ,202407,0,0,0,0,0,1872,20,1302941.0
2111805,211180,0929,MA,SITIO NOVO                                   ,202407,0,0,0,0,0,3412,29,2400630.0
3135456,313545,0632,MG,JENIPAPO DE MINAS                            ,202407,0,0,0,0,0,715,11,473814.0
3135902,313590,4717,MG,JESUANIA                                     ,202407,0,0,0,0,0,643,15,404116.0
5100508,510050,9009,MT,ALTO PARAGUAI                                ,202407,0,0,0,0,0,1215,1,767514.0
5102603,510260,9863,MT,CAMPINAPOLIS                                 ,202407,0,0,0,0,0,1707,32,1561583.0
2201919,220191,2287,PI,BOM PRINCIPIO DO PIAUI                       ,202407,0,0,0,0,0,1428,29,958621.0
2202075,220207,0286,PI,CAJAZEIRAS DO PIAUI                          ,202407,0,0,0,0,0,523,5,353025.0
2202109,220210,1041,PI,CAMPINAS DO PIAUI                            ,202407,0,0,0,0,0,1372,7,859618.0
2403905,240390,1677,RN,FRANCISCO DANTAS                             ,202407,0,0,0,0,0,455,20,270454.0
2404804,240480,1693,RN,IPUEIRA                                      ,202407,0,0,0,0,0,204,1,130946.0
2404903,240490,1695,RN,ITAU                                         ,202407,0,0,0,0,0,1197,61,743481.0
2405009,240500,1697,RN,JACANA                                       ,202407,0,0,0,0,0,1694,7,1108798.0
2406403,240640,1727,RN,LAGOA DE VELHOS                              ,202407,0,0,0,0,0,560,8,366687.0
3112000,311200,4239,MG,CANDEIAS                                     ,202407,0,0,0,0,0,1029,5,636913.0
3165552,316555,0732,MG,SETUBINHA                                    ,202407,0,0,0,0,0,2037,25,1403409.0
3167707,316770,5353,MG,SOBRALIA                                     ,202407,0,0,0,0,0,839,14,533073.0
2502706,250270,1955,PB,BORBOREMA                                    ,202407,0,0,0,0,0,866,3,558237.0
4113759,411375,8459,PR,LUNARDELLI                                   ,202407,0,0,0,0,0,352,3,209186.0
2914307,291430,3587,BA,IRAMAIA                                      ,202407,0,0,0,0,0,1960,34,1286184.0
2112274,211227,0260,MA,TUFILANDIA                                   ,202407,0,0,0,0,0,1409,2,1020855.0
3139904,313990,4797,MG,MARIA DA FE                                  ,202407,0,0,0,0,0,1415,35,949422.0
3140852,314085,2897,MG,MATIAS CARDOSO                               ,202407,0,0,0,0,0,1587,15,1034198.0
3142254,314225,0652,MG,MIRAVANIA                                    ,202407,0,0,0,0,0,624,8,406195.0
3142908,314290,4857,MG,MONTE AZUL                                   ,202407,0,0,0,0,0,2838,17,1842539.0
2512903,251290,2159,PB,RIO TINTO                                    ,202407,0,0,0,0,0,4985,107,3182866.0
2513109,251310,2163,PB,SALGADO DE SAO FELIX                         ,202407,0,0,0,0,0,2253,27,1465605.0
2207801,220780,1155,PI,PAULISTANA                                   ,202407,0,0,0,0,0,4589,31,3067363.0
1713809,171380,0185,TO,PALMEIRAS DO TOCANTINS                       ,202407,0,0,0,0,0,838,4,545954.0
1718907,171890,9729,TO,SANTA ROSA DO TOCANTINS                      ,202407,0,0,0,0,0,716,5,477346.0
1720309,172030,9603,TO,SAO SEBASTIAO DO TOCANTINS                   ,202407,0,0,0,0,0,861,3,557259.0
1720937,172093,0325,TO,TAIPAS DO TOCANTINS                          ,202407,0,0,0,0,0,247,3,166378.0
2700904,270090,2717,AL,BELO MONTE                                   ,202407,0,0,0,0,0,1699,20,1149183.0
2702108,270210,2741,AL,COLONIA LEOPOLDINA                           ,202407,0,0,0,0,0,4756,36,3212424.0
1300409,130040,0209,AM,BARCELOS                                     ,202407,0,0,0,0,0,3366,113,2520440.0
1600709,160070,0617,AP,TARTARUGALZINHO                              ,202407,0,0,0,0,0,2826,6,2214872.0
2900900,290090,3317,BA,ALMADINA                                     ,202407,0,0,0,0,0,1421,3,886036.0
2313252,231325,1275,CE,TARRAFAS                                     ,202407,0,0,0,0,0,1465,13,956850.0
5220009,522000,9597,GO,SAO JOAO D'ALIANCA                           ,202407,0,0,0,0,0,1437,9,986130.0
2110302,211030,0903,MA,SANTO ANTONIO DOS LOPES                      ,202407,0,0,0,0,0,3190,39,2167032.0
2110807,211080,0913,MA,SAO FELIX DE BALSAS                          ,202407,0,0,0,0,0,874,24,588380.0
3131802,313180,4635,MG,ITABIRINHA                                   ,202407,0,0,0,0,0,1468,11,957814.0
5005806,500580,9115,MS,NIOAQUE                                      ,202407,0,0,0,0,0,1622,17,1067905.0
2509305,250930,2087,PB,MATARACA                                     ,202407,0,0,0,0,0,1828,27,1184455.0
2509909,250990,2099,PB,NATUBA                                       ,202407,0,0,0,0,0,1547,11,1043715.0
2510303,251030,2107,PB,NOVA PALMEIRA                                ,202407,0,0,0,0,0,645,3,396181.0
2607950,260795,0548,PE,JAQUEIRA                                     ,202407,0,0,0,0,0,2643,13,1659769.0
2205565,220556,2259,PI,LAGOA DO BARRO DO PIAUI                      ,202407,0,0,0,0,0,924,33,592478.0
2408953,240895,0422,RN,RIO DO FOGO                                  ,202407,0,0,0,0,0,2537,111,1661447.0
2411106,241110,1819,RN,RUY BARBOSA                                  ,202407,0,0,0,0,0,514,4,323107.0
4320321,432032,1012,RS,SENADOR SALGADO FILHO                        ,202407,0,0,0,0,0,117,3,75251.0
4321626,432162,6037,RS,TRAVESSEIRO                                  ,202407,0,0,0,0,0,15,1,8929.0
3553906,355390,7179,SP,TARABAI                                      ,202407,0,0,0,0,0,381,8,241254.0
2703809,270380,2775,AL,JOAQUIM GOMES                                ,202407,0,0,0,0,0,4333,111,2972944.0
1304062,130406,9847,AM,TABATINGA                                    ,202407,0,0,0,0,0,10371,396,8325789.0
2924058,292405,3981,BA,PE DE SERRA                                  ,202407,0,0,0,0,0,3332,32,2137953.0
2309805,230980,1497,CE,PACOTI                                       ,202407,0,0,0,0,0,2403,41,1541078.0
5212808,521280,9451,GO,MARA ROSA                                    ,202407,0,0,0,0,0,1059,16,684155.0
5215405,521540,9505,GO,OURO VERDE DE GOIAS                          ,202407,0,0,0,0,0,349,4,230117.0
3171600,317160,5433,MG,VIRGEM DA LAPA                               ,202407,0,0,0,0,0,1391,12,916919.0
5002159,500215,9801,MS,BODOQUENA                                    ,202407,0,0,0,0,0,794,1,545002.0
2606903,260690,2437,PE,IGUARACI                                     ,202407,0,0,0,0,0,2452,43,1550265.0
2200202,220020,1003,PI,AGUA BRANCA                                  ,202407,0,0,0,0,0,3504,59,2277432.0
2200277,220027,2269,PI,ALEGRETE DO PIAUI                            ,202407,0,0,0,0,0,997,4,643444.0
4117271,411727,9913,PR,NOVA TEBAS                                   ,202407,0,0,0,0,0,442,10,267781.0
4119301,411930,7765,PR,PINHAO                                       ,202407,0,0,0,0,0,3010,47,2025338.0
3547908,354790,7059,SP,SANTO ANTONIO DA ALEGRIA                     ,202407,0,0,0,0,0,522,12,341512.0
2305266,230526,1255,CE,IBARETAMA                                    ,202407,0,0,0,0,0,2728,20,1841026.0
2305308,230530,1407,CE,IBIAPINA                                     ,202407,0,0,0,0,0,3851,28,2694644.0
5108352,510835,1102,MT,VALE DE SAO DOMINGOS                         ,202407,0,0,0,0,0,274,1,187090.0
2513927,251392,0518,PB,SAO BENTINHO                                 ,202407,0,0,0,0,0,796,4,520910.0
2514305,251430,2187,PB,SAO JOSE DE CAIANA                           ,202407,0,0,0,0,0,1323,63,902868.0
2514602,251460,2193,PB,SAO JOSE DO BONFIM                           ,202407,0,0,0,0,0,721,21,471129.0
4125407,412540,7883,PR,SAO JOSE DA BOA VISTA                        ,202407,0,0,0,0,0,366,9,233943.0
4127809,412780,7929,PR,TOMAZINA                                     ,202407,0,0,0,0,0,507,10,317696.0
2408706,240870,1773,RN,PARAU                                        ,202407,0,0,0,0,0,633,2,395556.0
2410207,241020,1803,RN,PORTALEGRE                                   ,202407,0,0,0,0,0,1372,16,853190.0
4204178,420417,5567,SC,CERRO NEGRO                                  ,202407,0,0,0,0,0,337,8,222290.0
4207759,420775,9953,SC,IRACEMINHA                                   ,202407,0,0,0,0,0,118,2,82105.0
3516101,351610,6423,SP,FLORINIA                                     ,202407,0,0,0,0,0,263,15,175598.0
1703891,170389,0177,TO,CARRASCO BONITO                              ,202407,0,0,0,0,0,504,1,342510.0
1705607,170560,9313,TO,CONCEICAO DO TOCANTINS                       ,202407,0,0,0,0,0,526,1,364211.0
1709005,170900,9533,TO,GOIATINS                                     ,202407,0,0,0,0,0,2324,38,1704577.0
1712504,171250,9711,TO,MARIANOPOLIS DO TOCANTINS                    ,202407,0,0,0,0,0,370,5,260615.0
1302108,130210,0245,AM,JAPURA                                       ,202407,0,0,0,0,0,1595,91,1279884.0
1302207,130220,0247,AM,JURUA                                        ,202407,0,0,0,0,0,2492,124,1864237.0
2903706,290370,3373,BA,BOA NOVA                                     ,202407,0,0,0,0,0,2649,9,1760378.0
5221197,522119,0057,GO,TEREZOPOLIS DE GOIAS                         ,202407,0,0,0,0,0,1117,128,736860.0
3139102,313910,4781,MG,MADRE DE DEUS DE MINAS                       ,202407,0,0,0,0,0,316,3,197767.0
5103809,510380,9881,MT,FIGUEIROPOLIS D'OESTE                        ,202407,0,0,0,0,0,225,2,158951.0
5104542,510454,1186,MT,ITANHANGA                                    ,202407,0,0,0,0,0,543,31,372179.0
2516607,251660,2233,PB,TAVARES                                      ,202407,0,0,0,0,0,2956,29,1945028.0
2516755,251675,0538,PB,TENORIO                                      ,202407,0,0,0,0,0,744,19,480032.0
2517209,251720,0540,PB,VIEIROPOLIS                                  ,202407,0,0,0,0,0,854,4,544603.0
2209401,220940,1187,PI,SANTO ANTONIO DE LISBOA                      ,202407,0,0,0,0,0,1376,64,892984.0
2209971,220997,0388,PI,SAO JOAO DO ARRAIAL                          ,202407,0,0,0,0,0,2024,51,1372758.0
1100080,110008,0021,RO,COSTA MARQUES                                ,202407,0,0,0,0,0,2068,37,1419492.0
4212056,421205,0932,SC,PALMEIRA                                     ,202407,0,0,0,0,0,138,1,96582.0
4213104,421310,8257,SC,PIRATUBA                                     ,202407,0,0,0,0,0,121,1,78103.0
1301654,130165,0967,AM,GUAJARA                                      ,202407,0,0,0,0,0,3389,6,2520204.0
2901908,290190,3337,BA,APORA                                        ,202407,0,0,0,0,0,4133,49,2713557.0
3200359,320035,5719,ES,ALTO RIO NOVO                                ,202407,0,0,0,0,0,1146,10,753532.0
2102408,210240,0745,MA,CAJAPIO                                      ,202407,0,0,0,0,0,2119,17,1420430.0
3105004,310500,4099,MG,BALDIM                                       ,202407,0,0,0,0,0,1033,11,660175.0
1506559,150655,0371,PA,SANTA LUZIA DO PARA                          ,202407,0,0,0,0,0,5133,153,3451314.0
2611200,261120,2523,PE,POCAO                                        ,202407,0,0,0,0,0,3130,19,2054566.0
4300638,430063,8493,RS,AMARAL FERRADOR                              ,202407,0,0,0,0,0,505,5,332766.0
2708105,270810,2861,AL,SANTANA DO MUNDAU                            ,202407,0,0,0,0,0,2362,22,1580248.0
5212253,521225,1076,GO,LAGOA SANTA                                  ,202407,0,0,0,0,0,240,4,163419.0
2506202,250620,2025,PB,FREI MARTINHO                                ,202407,0,0,0,0,0,671,9,415578.0
2202729,220272,0306,PI,COCAL DOS ALVES                              ,202407,0,0,0,0,0,1283,22,848116.0
2202752,220275,2249,PI,COLONIA DO GURGUEIA                          ,202407,0,0,0,0,0,1706,50,1105772.0
2202901,220290,1057,PI,CORRENTE                                     ,202407,0,0,0,0,0,4288,41,2831916.0
2203206,220320,1063,PI,CURIMATA                                     ,202407,0,0,0,0,0,2195,18,1483123.0
2203255,220325,0310,PI,CURRALINHOS                                  ,202407,0,0,0,0,0,907,8,607626.0
